text,label_encoded
benitez issues warning to gerrard liverpool manager rafael benitez has ordered captain steven gerrard not to play down their champions league ambitions and be more positive. gerrard told the bbc liverpool were unlikely to win the trophy this year. benitez responded i spoke to steven and said to him that in future it's better to think we can win the champions league. why not he said we need winners here and everyone thinking only of winning. i always want to win. benitez added when we lose i only think of solutions. if you only think about winning the next game you don't know what the draw will be. if we can win the next game maybe we will draw a side that isn't so strong or a side with injuries or suspensions. benitez is hoping to win his first trophy since arriving at liverpool from valencia when they play chelsea in the carling cup on sunday in cardiff.,1
freeze on antispam campaign a campaign by lycos europe to target spamrelated websites appears to have been put on hold. earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites. but the site hosting the screensaver now displays a pink graphic and the words stay tuned. no one at lycos was available for comment on latest developments in its controversial antispam campaign. lycos europe's make love not spam campaign was intended as a way for users to fight back against the mountain of junk mail flooding inboxes. people were encouraged to download the screensaver which when their pc was idle would then send lots of data to sites that peddle the goods and services mentioned in spam messages. lycos said the idea was to get the spam sites running at 95 capacity and generate big bandwidth bills for the spammers behind the sites. but the plan has proved controversial. monitoring firm netcraft analysed response times for some of the sites targeted by the screensaver and found that a number were completely knocked offline. the downing of the sites could dent lycos claims that what it is doing does not amount to a distributed denial of service attack. in such attacks thousands of computers bombard sites with data in an attempt to overwhelm them. laws in many countries do not explicitly outlaw such attacks but many nations are redrafting computer use laws to make them specific offences. lycos europe now appears to have put the plan on hold. the site hosting the screensaver currently shows a holding page with the words stay tuned. the numerical internet address of the site has also changed. this is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the lycos screensaver site. the campaign has come under fire from some corners of the web. many discussion groups have said that it set a dangerous precedent and could incite vigilantism. attacking a spammer's website is like poking a grizzly bear sleeping in your back garden with a pointy stick said graham cluley senior technology consultant for sophos. not only is this screensaver similar in its approach to a potentially illegal distributed denial of service attack but it also is in danger of turning innocent computer users into vigilantes who may not be prepared for whatever retaliation the spammers care to dream up.,2
england's defensive crisis grows england's defensive worries have deepened following the withdrawal of tottenham's ledley king from the squad to face holland. chelsea's john terry and wayne bridge are also out leaving coach svengoran eriksson with a real problem for wednesday's match at villa park. injured rio ferdinand and sol campbell were both left out of the squad and matthew upson has already pulled out. wes brown and jamie carragher are likely to be the makeshift partnership. terry the captain of chelsea as they push for the premiership title would have been a certain starter in the absence of campbell and ferdinand. but now he has pulled out with a bruised knee and is likely to be replaced by carragher alongside brown. manchester united's brown last played for england in the defeat by australia at upton park in february 2003. the 25yearold was only called into the squad on sunday night as cover following the enforced withdrawal of upson who has a hamstring injury. and brown now looks certain to add to his tally of seven senior appearances for england. king was forced to pull out after his groin injury was assessed by england's medical staff. eriksson has still not decided whether to call up any further backup having already summoned phil neville after bridge pulled out with a foot injury.,1
fa decides not to punish mourinho the football association will take no action against chelsea boss jose mourinho following his sendingoff in sunday's carling cup final. mourinho who was sent from the touchline for appearing to taunt liverpool fans has been reminded of his responsibilities to the game. but the fa confirmed there will be no further action taken in this matter. mourinho claimed his 'silence' gesture was aimed at the media although they were on the other side of the ground. the former porto coach was forced to watch the climax of his side's 32 victory over liverpool on television after being ushered away from the touchline by fourth official phil crossley. his gesture came after chelsea's equaliser on 79 minutes courtesy of a steven gerrard own goal. mourinho still faces an fa investigation into his allegation that manchester united's players 'cheated' during january's carling cup semifinal at stamford bridge. and uefa could also launch disciplinary action following mourinho's failure to attend a compulsory postmatch press conference after chelsea's champions league defeat at barcelona last week. in addition some time this month chelsea must also answer a charge of failing to control their players during the premiership win at blackburn in february. and a charge of failing to control their supporters following a carling cup meeting with west ham earlier this season is still to be heard. the premier league is also continuing investigations into allegations chelsea officials tapped up arsenal defender ashley cole in january.,1
howard 'truanted to play snooker' conservative leader michael howard has admitted he used to play truant to spend time with his school friends at a snooker hall. mr howard said his time at jack's snooker hall in llanelli in the 1950s had not done him any lasting damage. but he told the times educational supplement that truancy was very bad and said firm action was needed. mr howard also called for a return to olevels and more classroom discipline. mr howard eventually left llanelli grammar school  and the snooker hall  to go to cambridge university. he said i don't think it's done me any lasting damage. nor has it made me a snooker world champion. there might have been some occasions when we left early of an afternoon. i'm just being honest. i think truancy is a very bad thing and that firm action should be taken to deal with it. another player who has failed to win snooker's world championship  jimmy the whirlwind  white  has previously admitted missing lessons instead spending his days in smoky halls. tony meo another player and me used to spend all of our spare time there mr white said we loved the game and the atmosphere. school went out of the window. i went for a while and then started taking time off. mr howard's fellow welshman ray reardon  known by his fellow professionals as dracula  won the snooker world championship six times having left school at 14 to work as a miner. and terry griffiths like mr howard from llanelli won the tournament in 1979. it is not known whether the two of them ever clashed cues at jack's.,0
uk firms 'embracing ecommerce' uk firms are embracing internet trading opportunities as never before ecommerce minister mike o'brien says. a governmentcommissioned study ranked the uk third in its world index of use of information and communication technology ict. the report suggests 69 of uk firms are now using broadband and that 30 of micro businesses are trading online. mr o'brien said uk businesses were sprinting forward in ict use but that there were more challenges ahead. the report carried out independently by consultants booz allen hamilton and hi europe placed the uk third behind sweden and ireland for business use of ict. it showed british business brought greater maturity to their ict use by using broadband in increased numbers bringing ict into their business plans and using new technologies such as voice activated programmes and desktop video conferences. mr o'brien said the increase in the proportion of business connected by broadband shows that uk companies are embracing the opportunities that ict can bring. it is particularly encouraging to see that small businesses are beginning to narrow the digital divide that appeared to have opened up in recent years. the government would play its part in cultivating an environment where information and communication technologies can flourish mr o'brien said. the clear message the report sends is that effective use of ict can bring real improvements in business performance for all business. however we are not at the finishing line yet and many challenges remain if the uk is to reach its aim of becoming a worldleading eeconomy he added. the international benchmarking study was based on 8000 telephone interviews with businesses of which more than 2700 were uk businesses. it is the eighth in a series of examining the adoption and deployment of ict in the world's most industrialised nations.,0
peace demo appeal rejected peace protestors have lost a landmark appeal over police actions in stopping an antiwar demonstration days after the start of the iraq war. they had appealed against a high court decision that it was not unlawful for police to forcibly turn protestors away near raf fairford glos in 2003. the police had also sought to overturn a breach of human rights ruling arising from the same case. sitting on wednesday three appeal court judges dismissed both appeals. they were challenging decisions by two judges in the high court in february this year. it followed action by police when three coachloads of people were searched and detained on the way to raf fairford and forced to return to london under police escort. the demonstrators appealed against a finding by lord justice may and mr justice harrison that it was not unlawful for the police to turn the passengers away. the police were urging lord chief justice and lord justices clarke and rix to overturn the ruling that they had breached the protestors' human rights by detaining them in the coaches. craig mackey assistant chief constable of gloucestershire police said we have always considered that our responses were proportionate and all our decisions on the day were based on intelligence. he said no one on the coaches accepted responsibility for items found on the coaches including body armour a smoke bomb and five shields. given these circumstances and the fact that raf fairford and other military installations in the uk had been the scene of increasingly destructive disorder in the weeks preceding this incident the police commander on the ground made the decision to turn back the coaches. from day one we have vigorously defended this decision which was made out of a genuine concern that if the coaches were allowed to proceed it would have resulted in disorder and criminal damage at raf fairford. fairford coach action representing more than 80 people who appealed against the police actions say they are prepared to take their case to the european court of human rights. their action is supported by amnesty international and liberty.,0
o'sullivan commits to dublin race sonia o'sullivan will seek to regain her title at the bupa great ireland run on 9 april in dublin. the 35yearold was beaten into fourth at last year's event having won it a year earlier. i understand she's had a solid winter's training down in australia after recovering from a minor injury said race director matthew turnbull. mark carroll irish record holder at 3km 5km and 10km will make his debut in the mass participation 10km race. carroll has stepped up his form in recent weeks and in late january scored an impressive 3000m victory over leading american alan webb in boston. carroll will be facing stiff competition from australian craig mottram winner in dublin for the last two years.,1
cup holders man utd visit everton holders manchester united and premiership leaders chelsea both face difficult away ties against premiership opposition in the fa cup fifth round. united were drawn against everton while chelsea face a trip to newcastle. brentford and hartlepool  the only sides left from outside the top two divisions  will replay for the right to travel to southampton. burnley's reward for a place in the last 16 was a home tie against lancashire rivals blackburn. the tie between manchester united and everton could see the return of teenage striker wayne rooney to his former club for the first time since his acrimonious 27m move. nottingham forest boss gary megson could face a trip back to old club west brom if they come through their fourthround replay against tottenham. arsenal were handed a potential home tie against fellow londoners west ham providing the hammers come through their replay against sheffield united. charlton will play leicester and bolton await the winners of the derbyfulham replay.  bolton v derby or fulham west bromwich albion or tottenham v nottingham forest everton v manchester united charlton athletic v leicester city burnley v blackburn southampton v brentford or hartlepool newcastle v chelsea arsenal v west ham or sheffield united ties to be played on 1920 february.,1
mp's shock at long lost daughter labour mp stephen pound has told of his shock and his joy on learning he fathered a daughter when he was out of control during the wild 1960s. lucy 36 tracked down mr pound after her birth mother told her he was known as precious at school. despite being told he was a nutter who died at sea she found a reference to mr pound on friends reunited. lucy's mother kept her pregnancy secret and had her adopted at four weeks. mr pound found out about it last year. that happened when lucy wrote to his parliamentary office saying she believed he was her father. mr pound who is now married with two other teenage children said i was a nutter and i was a sailor but i wasn't dead. he said his first reaction was to wonder if he was victim of a setup but he then realised all the dates fitted. it was a pretty horrible thing with a pretty happy ending. i felt guilt in the marrow of my bones said the ealing north mp. i don't blame lucy's mother. i was pretty much out of control. i was 18 when she was conceived. it was a different time  it was pretty wild. mr pound says he rang lucy as soon as he got her letter they met up and have been in contact ever since. describing that first meeting at london's king cross station he said the earth went from under my feet ... we were walking across the euston road and i took her arm to take her across and there was an immediate connection. we were finishing each other sentences. lucy who was adopted by a family from essex wants to remain anonymous for the sake of her adoptive father and her children. mr pound said his wife maggie had been fully supportive and their two children emily 16 and pelham 14 were pleased to have an older sister.,0
mayor will not retract nazi jibe london mayor ken livingstone has again refused to retract a nazi insult made to a jewish reporter. labour's mr livingstone who says he is standing by his remarks had accused an evening standard journalist of being like a concentration camp guard. at his weekly press conference on tuesday he said his comments were not racist and refused to apologise. he said to media representatives if you think they are racist i think you are wrong. the mayor said his comments would not affect the 2012 olympic bid and added that his determination to stand up for what he believed in may impress bid chiefs who arrived in london on tuesday. i think it is important that the ioc international olympic committee members realise that when we get the games...they have a mayor who is not going to panic change course or get in a great flap but will deliver the games on time and to budget he said. on tuesday the mayor said he would be making a full written response to the chairman of the assembly. two motions were passed by the london assembly which is made up of 25 members elected to examine the mayor's activities on monday asking him to apologise and withdraw his comments. the mayor said he had recounted to the assembly a number of examples of intrusion by journalists into his and his family's private life. i don't suggest for one minute that has anything to do with the holocaust which was uniquely the most evil chapter in history. but when reporters say to me i'm only doing this because it's my job... that's the same abdication of moral responsibility at the thin end of the wedge that in its most extreme and horrific version ends up with others being prepared to stand as a concentration camp guard. we are responsible for our own choices in this life i always have been and so have reporters. an official complaint has been made to local government watchdogs by the board of deputies of british jews demanding an investigation by the standards board of england. it has the power to suspended or bar him from office but mr livingstone said there must have been 20 instances like this over the last 24 years. i have never in response to any of that modified a policy i believed to be right or modified a position i believed to be right and i don't intend to now. because if i do that effectively you hand power over your policies and position to the editors of papers. on tape mr livingstone who once worked as a freelance restaurant critic on the paper is heard asking reporter oliver finegold if he is a german war criminal. mr finegold replies no i'm jewish i wasn't a german war criminal. i'm quite offended by that. the mayor then says ah right well you might be but actually you are just like a concentration camp guard you are just doing it because you are paid to aren't you,0
finding new homes for old phones reusing old mobile phones is not just good for the environment it has social benefits too. research has found that in some developing nations old mobile phones can help close the digital divide. the forum for the future research found that the low cost of these recycled handsets means they can have a very useful second life in poorer nations. but the forum found that more needed to be done to collect old phones rather than let them rot in landfill sites. the report reveals that approximately 15 million mobile phones go out of use every year in the uk. of the 15 million that are swapped for newer models each year only 25 get returned to mobile phone firms for recycling or reuse. the slowly growing mass of unrecycled discarded phones has now reached 90 million handsets the equivalent of 9000 tonnes of waste estimates james goodman report author and a senior adviser at the forum for the future. it's quite common for people to have two or three phones just lying around said mr goodman. many of these older phones could end up in landfill sites leaking the potentially toxic materials they are made of into the wider world said mr goodman. far better he said to hand the phone back to an operator who can send it overseas where it can enjoy a second lease of life. we've heard the environmental argument for handing a phone back said mr goodman but there's a strong social argument too. older mobile phones are proving particularly useful in poorer nations where people want to use a mobile and keep in touch with friends and family but do not have the income to buy the most up to date model. the forum for the future report took an indepth look at romania where reconditioned mobile phones were proving very popular. it's an interesting country because it has a really crap fixed line network said mr goodman and there's a real desire for people to get mobile phones. but the relatively low wages in romania which is one of the poorest countries in europe mean few people can afford a shiny new phone. the affordability of the handsets is a real barrier to getting one he said. reconditioned handsets have boosted takeup of mobiles as the report revealed that almost onethird of romanian prepay mobile phone users were using reconditioned handsets. the reused handsets tend to be about onethird of the price of a new handset. georgeta minciu a romanian parttime cleaner said normally a mobile phone would not be possible on my wages. i am a single parent  keeping in touch with my daughter is important to me. this is the only way i can afford to have a phone she said. mr goodman said phone operators and consumers needed to do more to ensure that more of britain's mobile mountain made it overseas. but he added those keen to use a mobile will not accept any old handset. if its more than a few years old people are not going to want it he said.,2
tories plan migrant health checks noneuropean union citizens wanting to work in the uk will have to undergo tests for tuberculosis and hiv under plans unveiled by the conservatives. a positive test for tb would mean visa applications being turned down while hiv would be dealt with case by case. leader michael howard said the checks on new arrivals would help protect public health and the nhs. labour said many tests were already done. the lib dems warned both parties against pandering to prejudice. the proposals which would be brought in if the conservatives won the general election would not apply to people coming to the uk for less than six months unless they intended to work in health or childcare or teaching. mr howard said the plans were based on policies already in action in canada new zealand and australia. it's very important that we should safeguard the good standards of public health that britain enjoys he told bbc radio 4's today programme. government figures suggest tb in england has increased by 25 over the past 10 years. nearly two thirds of people with tb are born abroad said mr howard. i don't think a responsible government can stand aside and do nothing in the face of this problem. but mr howard said the plans would not affect asylum applicants' claims. the proposals include  people coming to the uk from outside the eu for between six and 12 months from a high incidence tb country will have to undergo a chest xray.  people coming to settle in the uk permanently from outside the eu will have to demonstrate they have an acceptable standard of health.  they will also have to show they are unlikely to be a danger to public health and are unlikely to impose significant costs or demands on the nhs.  the tests will include a health check chest xrays for tb except for children and pregnant women and tests for hepatitis and hiv for over 16yearolds. only the discovery of tb will mean people will be automatically denied a visa other conditions will be dealt with on a case by case basis. there is already some screening in place. last year 185000 people were tested for tb at heathrow and gatwick airports only about 200 were found to be infected. and dr john mooregillon of the british lung foundation said tb is not simply imported we are seeing a rise in many sections of the ukborn population as well. the government says the tories are a bit late to the issue. immigration minister des browne quoted its fiveyear plan for immigration and asylum as saying we are implementing our existing powers by targeted health screening for tb in highrisk areas at the entry clearance stage. those who are diagnosed would then need to seek treatment at home before being allowed to enter the uk. meanwhile mark oaten liberal democrat home affairs spokesman said this is another worrying step in the war of words over asylum and immigration between labour and the conservatives. michael howard knows perfectly well what bigger game he is playing and history proves it is a very dangerous one. lisa power head of policy at aids charity the terrence higgins trust said the policy was prejudicebased rather than evidencebased. in fact it would be more likely to drive people with health conditions to falsify tests while others gain entry by simple dint of their eu status she said.,0
blair backs 'preelection budget' tony blair has backed chancellor gordon brown's prebudget report amid opposition claims he was too bullish about the state of the uk economy. in a speech in edinburgh the prime minister said thursday's report reinforced stability and opportunity. and that would be central to labour's next election campaign planning for which was already well advanced. mr brown earlier denied his economic forecasts were too optimistic  but refused to rule out future tax rises. he told bbc radio 4's today programme no politician should make the mistake that john major and his colleagues made in 1992 of saying no matter what the circumstances are they can make all sorts of guarantees on every individual thing. that is not what politicians should do it would not be responsible to do. mr brown insisted his spending plans were affordable and he could afford to be optimistic because britain was now a stable lowinflation economy and house prices were now stabilising. mr blair praised his chancellor for his role in creating economic stability which he said was the cornerstone of labour's programme. in a speech at edinburgh's napier university he said labour would publish over the next few months a rich agenda for future policy in any possible third term. in every area of work there is a detailed plan for the future much clearer than those in 1997 or 2001. all of it fits together around common themes of opportunity security and stability for all mr blair said. in his prebudget report mr brown surprised some city experts by forecasting uk growth at between 3 and 3.5 for next year. many believe the figure is more likely to be under 3  and fear tax rises or spending cuts saying tax receipts have been overestimated. carl emmerson from the institute for fiscal studies told bbc news he thinks everything will come out in the wash and it will in fact be ok. we're not so sure. david page of investec securities said his forecast that he will meet the golden rule with a margin of 8bn is way too optimistic. it's going to take a significant turnaround in the economy to meet these targets. conservative shadow chancellor oliver letwin said i can't find a single economic forecaster from the imf to the institute of fiscal studies who believes anything other than the chancellor has got a black hole in his finances. in order to deal with that he will have to raise taxes after the next general election. mr letwin accused the chancellor of using fancy statistics to hide public service failures. vincent cable for the liberal democrats called on mr brown to open up the government's books to the national audit office to see if he had met his golden rule. it is very clear that there are some serious loose ends in government public spending mr cable told mps.,0
gardener wins double in glasgow britain's jason gardener enjoyed a double 60m success in glasgow in his first competitive outing since he won 100m relay gold at the athens olympics. gardener cruised home ahead of scot nick smith to win the invitational race at the norwich union international. he then recovered from a poor start in the second race to beat swede daniel persson and italy's luca verdecchia. his times of 6.61 and 6.62 seconds were well short of american maurice greene's 60m world record of 6.39secs from 1998. it's a very hard record to break but i believe i've trained very well said the world indoor champion who hopes to get closer to the mark this season. it was important to come out and make sure i got maximum points. my last race was the olympic final and there was a lot of expectation. this was just what i needed to sharpen up and get some race fitness. i'm very excited about the next couple of months. double olympic champion marked her first appearance on home soil since winning 1500m and 800m gold in athens with a victory. there was a third success for britain when edged out russia's olga fedorova and sweden's jenny kallur to win the women's 60m race in 7.23secs. maduaka was unable to repeat the feat in the 200m finishing down in fourth as took the win for russia. and the 31yearold also missed out on a podium place in the 4x200m relay as the british quartet came in fourth with russia setting a new world indoor record. there was a setback for jade johnson as she suffered a recurrence of her back injury in the long jump. russia won the meeting with a final total of 63 points with britain second on 48 and france one point behind in third. led the way for russia by producing a major shock in the high jump as he beat olympic champion stefan holm into second place to end the swede's 22event unbeaten record. won the triple jump with a leap of 16.87m with britain's tosin oke fourth in 15.80m. won the men's pole vault competition with a clearance of 5.65m with britain's nick buckfield 51cm adrift of his personal best in third. and won the women's 800m with britain's jenny meadows third. there was yet another russian victory in the women's 400m as finished well clear of britain's catherine murphy. chris lambert had to settle for fourth after fading in the closing stages of the men's 200m race as sweden's held off leslie djhone of france. france's won the men's 400m with brett rund fourth for britain. took victory for sweden in the women's 60m hurdles ahead of russia's irina shevchenko and britain's sarah claxton who set a new personal best. italy grabbed their first victory in the men's 1500m as kicked over the last 200 metres to hold off britain's james thie and france's alexis abraham. a botched changeover in the 4x200m relay cost britain's men the chance to add further points as france claimed victory.,1
borders rail link campaign rally campaigners are to stage a rally calling for a borders rail link which was closed in 1969 to be reopened. they will mark the 36th anniversary of the line closure which ran from edinburgh through the borders and on to carlisle with a walk at tweedbank. anne borthwick of campaign for borders rail said reopening the waverley line would restore the area's prosperity. msps are considering the reintroduction of passenger rail services through midlothian to the borders. campaigners have said that reopening the waverley line which could cost up to 100m would be a huge economic boost for the borders. in 2000 borders council said the area's economy had suffered since the closure. ms borthwick said the lobby group was determined to keep the pressure on the scottish executive. we are hoping that many people will join us in a march to mark the 36th anniversary of the closure of the waverley line she said. campaign for borders rail is the biggest independent lobby group in scotland and we have been lobbying tirelessly for the reinstatement of rail services to the borders and eventually to carlisle. we believe that it is time for the scottish executive to commit to the first phase of the project by pledging to fund the line between edinburgh and tweedbank in the first instance and then investigate extending the line in the future. ms borthwick said reopening the line would be a prosperous move and protect the character of the scottish borders. a study in 2000 which was commissioned by the executive scottish borders council midlothian council and scottish borders enterprise found that a halfhourly service from tweedbank to edinburgh could cover its operating costs. it also found that a halfhourly service from gorebridge to edinburgh could cover operating costs and that a freight railway joining the west coast main line at longtown could also be reinstated.,0
microsoft seeking spyware trojan microsoft is investigating a trojan program that attempts to switch off the firm's antispyware software. the spyware tool was only released by microsoft in the last few weeks and has been downloaded by six million people. stephen toulouse a security manager at microsoft said the malicious program was called bankasha trojan and was being sent as an email attachment. microsoft said it did not believe the program was widespread and recommended users to use an antivirus program. the program attempts to disable or delete microsoft's antispyware tool and suppress warning messages given to users. it may also try to steal online banking passwords or other personal information by tracking users' keystrokes. microsoft said in a statement it is investigating what it called a criminal attack on its software. earlier this week microsoft said it would buy antivirus software maker sybari software to improve its security in its windows and email software. microsoft has said it plans to offer its own paidfor antivirus software but it has not yet set a date for its release. the antispyware program being targeted is currently only in beta form and aims to help users find and remove spyware  programs which monitor internet use causes advert popups and slow a pc's performance.,2
new drink limit 'would cut toll' more lives than previously thought could be saved by cutting drinkdrive limits by a third a report says. university college london research claims cutting the limit from 80mg of alcohol per 100ml of blood to 50mg would save 65 lives a year. the findings are being published by the parliamentary advisory council for transport safety as mps are due to vote on the government's road safety bill. the bill includes changes to speeding fines but not to the drinkdrive limit. the research carried out by transport expert professor richard allsop says cutting the limit would also lead to 230 fewer serious injuries on the uk's roads compared with 2003. he estimates that this would save the country 119m a year. a previous estimate contained in a 1998 department of transport document suggested such a move could save 50 lives a year. the findings are based on the assumption that drivers who currently keep below the legal limit would continue to do so were it to be lowered and that those who tend to exceed the limit slightly would also lower their drinking. professor allsop said reducing the limit from 80mg to 50mg can be expected to save around 65 lives a year or around half of those who die in accidents where the driver's bac blood alcohol content is within 30mg of the current limit. only about one in 50 of those driving during weekend evenings and nights will need to moderate their drinking to achieve this and fewer still at other times. ministers do not support a lower limit saying it is not clear it would have a major impact on drink drive casualties. they believe educating drivers is more important. the aa motoring trust said it was not sure what affect dropping the limit would have on drivers' attitudes to drinkdriving. road safety head andrew howard said it remains to be seen whether the social disapproval of the drinking driver will stay at the current rate if the alcohol limit is cut. parliamentarians need to consider this carefully. britons police themselves by consensus much more effectively than they do by weight of enforcement alone. liberal democrat transport spokesman john thurso said drinkdriving remained a major killer with figures showing a worrying rise in the number of accidents involving drivers who had been drinking. he said there had been a 29 drop in the number of drivers being breathalysed since 1997 which he said the government needed to address if it wanted to reduce the danger caused by drinkdriving. the road safety bill which gets its second reading on tuesday would allow the results of roadside breath tests to be used in court  currently a blood test is needed. it also includes plans for a staggered speeding fines and points system penalising drivers who exceed limits by a wide margin more than those who are caught going just over. these have been criticised by road safety campaigners including labour backbencher gwyneth dunwoody who says it will reduce the incentive for drivers to stay within the limits in residential areas leading to more road casualties. in an article for the times newspaper ms dunwoody who chairs the transport select committee says slight increases to low car speeds increase hugely the risks to pedestrians and cyclists. it is quite simple if you hit someone at 30mph they have a 50 per cent chance of survival. if you are going at 40mph nine times out of ten they will die.,0
disappointed scott in solid start allan scott is confident of winning a medal at next week's european indoor championships after a solid debut on the international circuit. the 22yearold scot finished fourth in the 60m hurdles at the jose m cagigal memorial meeting in madrid. it was definitely a learning curve and i certainly haven't ruled out challenging for a medal next week said the east kilbride athlete. the race was won by felipe vivancos who equalled the spanish record. sweden's robert kronberg was second with haiti's dudley dorival in third. scott was slightly disappointed with his run in the final. he won his heat in 7.64secs but ran 0.04secs slower in his first iaaf indoor grand prix circuit final. i should have done better than that he said. i felt i could have won it. i got a poor start  but i still felt i should have ran faster. vivancos slashed his personal best to equal the spanish record with a time of 7.60secs while kronberg and dorival clocked 7.62secs and 7.63secs respectively.,1
gb select holmes for double bid kelly holmes has been chosen for both the 800m and 1500m at next month's european indoor championships  despite not yet confirming her availability. the doubleolympic champion is still undecided about whether to compete in her first european indoors in madrid. but uk athletics chief max jones believes it is likely holmes will race. he said it's worth a punt isn't it she's gone back to training. if she's confident she will pick one distance. the programme does not permit both. if holmes does take her place in the gb side she has already indicated that 1500m will be her favoured distance. under championship rules she does not have to decide until 24 hours before the event begins in madrid on 4 march. jones added she was pleased with her run in birmingham at last weekend's grand prix. i am inclined to think she will compete. it could depend on how training goes and she will have to be close to top form. and he admitted holmes' presence would be a great boost to the rest of the norwich union gb team. she is a very good team member and is very good to have there he added. meanwhile there is no surprises in the rest of the great britain team announced on tuesday. defending 60m champion jason gardener is included and will be chasing his third successive gold medal. he will be joined in the event by mark lewisfrancis  runnerup behind him three years ago in vienna  and new boy darren chin. kelly sotherton has been invited by championship organisers to compete against carolina kluft in the pentathlon. sotherton finished third in the olympic heptathlon in athens where the swede took gold. there are 16 newcomers at this level of competition in gb's 46strong team. the championships will be the last to be attended by jones before he retires to be succeeded by dave collins. jones said the olympic games is the overwhelming target for uka and therefore it is beneficial to start the next fouryear cycle with a notsopressurised major games. the european indoor championships always provide a chance for the young and inexperienced to make a name for themselves and the current indoor season has produced some exciting new talent. madrid is the first small step on a long journey to beijing and the 2008 olympics but for some of the emerging athletes this will be a very important step. 60m d chin belgrave harriers j gardener wessex and bath m lewisfrancis birchfield harriers. t abeyie woodford green with essex ladies c lambert belgrave harriers. d garland channel islands ac. j mcilroy windsor slough eton and hounslow ac jimmy watkins cardiff aac. ed jackson aldershot farnham and district n speaight belgrave harriers j thie cardiff aac. a baddeley harrow ac m farah windsor slough eton and hounslow ac j mayock barnsley ac. d greaves newham and essex beagles a scott shaftesbury barnet harriers a turner notts ac. b challenger belgrave harriers. pole vault n buckfield crawley ac. n morgan birchfield harriers c tomlinson newham and essex beagles. l achike shaftesbury barnet harriers n douglas oxford city ac p idowu belgrave harriers. d cossins birchfield harriers r davenport gloucester ac d garland channel islands ac r preddy gloucester ac g warburton cardiff aac. k endacott city of plymouth ac j kwakye woodford green with essex ladies j maduaka woodford green with essex ladies. k wall basildon ac. k holmes ealing southall and middlesex ac. h clitheroe preston harriers k holmes ealing southall and middlesex ac. j pavey exeter harriers. d allahgreen trafford ac s claxton belgrave harriers. j crane sale harriers manchester s jones trafford ac. j whitlock trafford ac. j johnson herne hill harriers. k sotherton birchfield harriers. d fraser croydon harriers l mcconnell shaftesbury barnet harriers c murphy woodford green with essex ladies m purkiss southampton ac.,1
global blogger action day called the global web blog community is being called into action to lend support to two imprisoned iranian bloggers. the monthold committee to protect bloggers' is asking those with blogs to dedicate their sites on 22 february to the free mojtaba and arash day. arash sigarchi and mojtaba saminejad are both in prison in iran. blogs are free sites through which people publish thoughts and opinions. iranian authorities have been clamping down on prominent sites for some time. i hope this day will focus people curt hopkins director of the committee told the bbc news website. the group has a list of actions which it says bloggers can take including writing to local iranian embassies. the committee has deemed tuesday free mojtaba and arash day as part of its first campaign. it is calling on the blogsphere  the name for the worldwide community of bloggers  to do what it can to help raise awareness of the plight of mojtaba and arash as well as other cyberdissidents. if you have a blog the least you could do is put nothing on that blog except 'free mojtaba and arash day' said mr hopkins. that would mean you could see that phrase 7.1 million times. that alone will shine some light on the situation. if you don't have one find one dedicated to that  it takes about 30 seconds. technorati a blog search engine tracks about six million blogs and says that more than 12000 are added daily. a blog is created every 5.8 seconds according to a us research thinktank. the committee to protect bloggers was started by us blogger curt hopkins and counts fired flight attendant blogger ellen simonetti as a deputy director. she has since started the international bloggers' bill of rights a global petition to protect bloggers at work. although not the only website committed to human rights issues by any means it aims to be the hub or organisation information and support for bloggers in particular and their rights to freedom of speech. the committee although only a month old aims to be the focal point for blogger action on similar issues in the future and will operate as a nonforprofit organisation. blogging is in this weird no man's land. people think of it as being one thing or another depending on their point of view said mr hopkins. some think of themselves as pundits kind of like journalists and some like me have a private blog which is just a publishing platform. but they do not have a constituency and are out there in the cold. it is not just human rights issues in countries which have a track record of restricting what is published in the media that is of concern to bloggers. the question of bloggers and what rights they have to say what they want on their sites is a thorny one and has received much press attention recently. high profile cases in which employees have been sacked for what they have said on their personal and often anonymous blogs have highlighted the muddy situation that the blogsphere is currently in. this is a big messy argument explained mr hopkins. he added it is just such a new way of doing business there will be clamp downs. but the way these issues get tested is through the courts which said mr hopkins is part of the whole messy conversation. if you haven't already got bloggers in your company you will have them tomorrow  and if you don't have a blogger policy now you had better start looking at having one. mr hopkins said that the blogsphere  which is doubling every five months  was powerful because it takes so little time and expertise to create a blog. everyone does this  mums radicals conservatives he said. many companies offer easytouse services to create a blog and publish it in minutes to a global community. that is the essential difference. what i call 'templating software' gives every single person on earth the chance to have one. you don't even have to have your own computer.,2
